fish,stage,day,mean_y,median_y,mean_μ_μ_y,median_μ_μ_y,mean_μ_μ_hdi_3,median_μ_μ_hdi_3,mean_μ_μ_hdi_97,median_μ_μ_hdi_97,mean_μ_y,median_μ_y,mean_μ_hdi_3,median_μ_hdi_3,mean_μ_hdi_97,median_μ_hdi_97,mean_ppc_y,median_ppc_y,mean_ppc_hdi_3,median_ppc_hdi_3,mean_ppc_hdi_97,median_ppc_hdi_97,plotday
3.0,ReRotation,6.0,2.814265469979683,1.7137374697870504,2.236,2.241,1.3786666666666667,1.387,3.074666666666667,3.048,2.2428333333333335,2.1345,0.09316666666666668,0.14400000000000002,4.464666666666667,4.275,2.2575,2.135,-4.033833333333334,-3.9785000000000004,8.556166666666668,8.3325,58
3.0,ReRotation,7.0,2.909467094965122,1.9654976342609412,2.222,2.226,1.3193333333333335,1.362,3.1163333333333334,3.128,2.2561666666666667,2.1645,0.09666666666666666,0.2415,4.207333333333334,3.9524999999999997,2.2798333333333334,2.1795,-3.7408333333333332,-3.6235,8.479000000000001,8.181000000000001,59
3.0,ReRotation,8.0,2.8869316480971055,2.8273931493297564,1.708,2.214,0.5336666666666666,1.234,2.917,3.093,1.934,1.9474999999999998,-0.4366666666666667,-0.003500000000000003,4.348833333333332,4.2135,1.8856666666666666,1.9255,-4.512333333333333,-4.076,8.074166666666667,8.1765,60
7.0,Baseline,1.0,0.81413916429111,0.5927419898326589,0.5275,0.5275,-0.7479999999999999,-0.748,1.9714999999999998,1.9714999999999998,0.6181666666666668,0.4445,-1.8435,-1.8010000000000002,3.0803333333333334,2.9395,0.6446666666666666,0.5105,-5.083166666666667,-5.006,6.663833333333334,6.3475,1
7.0,Baseline,2.0,-0.7991186943172894,0.6880002771206176,0.2625,0.2625,-0.5725,-0.5725,1.1295,1.1295,0.2801666666666667,0.33699999999999997,-1.8021666666666667,-1.4794999999999998,2.348333333333333,2.424,0.25216666666666665,0.27899999999999997,-6.5231666666666674,-5.6235,6.670166666666667,6.343,2
7.0,Baseline,3.0,-0.713770168916026,-0.4472266295285107,0.106,0.10600000000000001,-0.51,-0.51,0.7444999999999999,0.7444999999999999,-0.0025,0.04,-1.6773333333333333,-1.64,1.6371666666666667,1.6,-0.014499999999999997,0.041,-5.677833333333333,-5.5915,5.725666666666666,5.651,3
7.0,Baseline,4.0,-0.13970391646435024,-0.1204808320711466,0.006999999999999999,0.006999999999999999,-0.503,-0.503,0.5495,0.5495,-0.045000000000000005,-0.0325,-1.4558333333333333,-1.3225,1.446,1.3885,-0.021833333333333333,-0.0045000000000000005,-5.954000000000001,-6.011,5.8995,5.5,4
7.0,Baseline,5.0,-2.257078428505597,-0.5720404012107273,-0.059,-0.059,-0.525,-0.525,0.4575,0.4575,-0.15166666666666667,-0.143,-1.4569999999999999,-1.389,1.1565,1.1395,-0.147,-0.1385,-6.060666666666666,-5.4305,6.1815,5.6235,5
7.0,Baseline,6.0,1.0961560121189216,1.1109290987461697,-0.1045,-0.1045,-0.5855,-0.5855,0.39149999999999996,0.39149999999999996,-0.012166666666666666,-0.019,-1.1563333333333334,-1.1435,1.2091666666666667,1.162,-0.05116666666666667,-0.015,-5.681166666666667,-5.6530000000000005,5.296166666666667,5.2675,6
7.0,Baseline,7.0,-1.1250154829276877,0.025443111235192103,-0.13649999999999998,-0.1365,-0.6485,-0.6485000000000001,0.34400000000000003,0.344,-0.1655,-0.127,-1.3285,-1.267,0.9176666666666667,0.9385,-0.16116666666666665,-0.139,-5.8755,-5.5945,5.558166666666668,5.1005,7
